 INDEX;LOCATOR;TYPE;C;NAME                          ;LAT   ;LON    ;ELEV;DD.MM.YYYY HH:mm;DIR;K; FF; FG;G1h;G10; FX;FX1;FFM;  TL;  TD;  T5;  TX;  TN; TX6; TN6; TX1; TN1; TN5;  TW;Tsfc;T-05;T-10;T-20;T-50;T-1m; RR6h;   QFE;   QFF; QNH;  AP;A;www;960;961;962;963;           MetarWX;W1;W2;     WWZ; LTNG; VIS;COV;N;L;HLC;   ClCmCh;LAYER1;LAYER2;LAYER3;LAYER4;CLG;     PIC;VCLOUD1;VCLOUD2;VCLOUD3;VCLOUD4;  VFOG;   RR;TR;RR10m; RR1h;hh;RR24h;WRTR;SNO;NEW;SR;GS;SS24;Sh;S10;GL24;DF24;LW24;GL1h;DF1h;LW1h;GL10;DF10;LW10;  HW;PW;DW1; HW1;P1;DW2; HW2;P2;  HS;PS;I;B;
     /;51208  ;BUOY;/;BUOY                          ;N22 18;W159 36;dv/1;17.11.2015 05:31;  /;/;  /;  /;  /;  /;  /;  /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 261;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 2.0;10; 80; 1.0;11;  /;   /; /;   /; /;/;/;
     /;51204  ;BUOY;/;BUOY                          ;N21 18;W158 06;dv/1;17.11.2015 05:33;  /;/;  /;  /;  /;  /;  /;  /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 271;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 1.0; 6;160; 0.5;11;  /;   /; /;   /; /;/;/;
     /;46254  ;BUOY;/;BUOY                          ;N32 54;W117 18;dv/1;17.11.2015 04:48;  /;/;  /;  /;  /;  /;  /;  /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 190;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 1.5; 6;290; 0.5;11;  /;   /; /;   /; /;/;/;
     /;46088  ;BUOY;/;New Dungeness                 ;N48 18;W123 12;dv/1;17.11.2015 05:20;140;/; 30;  /;  /;  /;  /;  /;  /;  80;  60;   /;   /;   /;   /;   /;   /;   /;   /;  99;   /;   /;   /;   /;   /;   /;    /;     /;1009.6;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 0.5; 4;130; 0.5; 5;  /;   /; /;   /; /;/;/;
     /;46120  ;BUOY;/;BUOY                          ;N47 48;W122 24;dv//;17.11.2015 05:23;  /;/;  /;  /;  /;  /;  /;  /;  /;  85;  64;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1011.2;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;46257  ;BUOY;/;BUOY                          ;N34 24;W120 48;dv/1;17.11.2015 05:30;  /;/;  /;  /;  /;  /;  /;  /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 162;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 5.0;10;310; 3.5;11;  /;   /; /;   /; /;/;/;
     /;46251  ;BUOY;/;BUOY                          ;N33 48;W119 36;dv/1;17.11.2015 05:21;  /;/;  /;  /;  /;  /;  /;  /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 173;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 1.5; 9;260; 1.0;12;  /;   /; /;   /; /;/;/;
     /;46256  ;BUOY;/;BUOY                          ;N33 42;W118 12;dv/1;17.11.2015 05:22;  /;/;  /;  /;  /;  /;  /;  /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 152;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 0.5;10;190; 0.5;14;  /;   /; /;   /; /;/;/;
     /;46253  ;BUOY;/;BUOY                          ;N33 36;W118 12;dv/1;17.11.2015 05:30;  /;/;  /;  /;  /;  /;  /;  /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 183;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 2.0; 7;260; 0.5;12;  /;   /; /;   /; /;/;/;
     /;52212  ;BUOY;/;BUOY                          ;N07 36;E134 42;dv/1;17.11.2015 05:30;  /;/;  /;  /;  /;  /;  /;  /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 293;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 1.5;10; 40; 0.5;11;  /;   /; /;   /; /;/;/;
     /;52212  ;BUOY;/;BUOY                          ;N07 36;E134 42;dv/1;17.11.2015 05:00;  /;/;  /;  /;  /;  /;  /;  /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 293;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 1.5; 9; 50; 0.5;11;  /;   /; /;   /; /;/;/;
     /;46087  ;BUOY;/;Neah Bay                      ;N48 30;W124 42;dv/1;17.11.2015 05:20;220;/; 70;  /;  /;  /;  /;  /;  /; 112;  93;   /;   /;   /;   /;   /;   /;   /;   /; 121;   /;   /;   /;   /;   /;   /;    /;     /;1009.3;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 2.5; 6;240; 2.5; 8;  /;   /; /;   /; /;/;/;
     /;46121  ;BUOY;/;BUOY                          ;N47 18;W122 42;dv//;17.11.2015 05:18;  /;/;  /;  /;  /;  /;  /;  /;  /;  80;  67;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1011.8;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;46014  ;BUOY;/;Pt Arena                      ;N39 24;W124 00;dv/1;17.11.2015 05:20; 30;/; 20;  /;  /;  /;  /;  /;  /; 122;  88;   /;   /;   /;   /;   /;   /;   /;   /; 123;   /;   /;   /;   /;   /;   /;    /;1029.1;1029.5;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;46092  ;BUOY;/;BUOY                          ;N36 48;W122 00;dv/1;17.11.2015 05:06;  /;/; 90;  /;  /;  /;  /;  /;  /; 135;   /;   /;   /;   /;   /;   /;   /;   /;   /; 142;   /;   /;   /;   /;   /;   /;    /;     /;1024.8;   /;   0;0;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;46053  ;BUOY;/;E Santa Barbara               ;N34 18;W119 54;dv/1;17.11.2015 05:20;350;/; 60;  /;  /;  /;  /;  /;  /; 151;  13;   /;   /;   /;   /;   /;   /;   /;   /; 169;   /;   /;   /;   /;   /;   /;    /;1021.5;1021.9;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;51001  ;BUOY;/;NW Kauai                      ;N24 24;W162 06;dv/1;17.11.2015 05:20;170;/; 90;  /;  /;  /;  /;  /;  /; 260; 226;   /;   /;   /;   /;   /;   /;   /;   /; 264;   /;   /;   /;   /;   /;   /;    /;1013.3;1013.6;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;44022  ;BUOY;/;BUOY                          ;N40 54;W073 42;dv//;17.11.2015 05:15; 40;/; 60;  /;  /;  /;  /;  /;  /; 117;  15;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;44057  ;BUOY;/;BUOY                          ;N39 30;W076 06;dv//;17.11.2015 05:20;  /;/;  /;  /;  /;  /;  /;  /;  /;  94;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1025.2;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;44061  ;BUOY;/;BUOY                          ;N38 48;W077 00;dv//;17.11.2015 05:20;  0;/;  0;  /;  /;  /;  /;  /;  /;  94;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1025.0;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;44058  ;BUOY;/;BUOY                          ;N37 36;W076 18;dv//;17.11.2015 05:20;250;/; 20;  /;  /;  /;  /;  /;  /; 130;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1025.4;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;44059  ;BUOY;/;BUOY                          ;N36 48;W076 18;dv//;17.11.2015 05:20;180;/; 10;  /;  /;  /;  /;  /;  /;  97;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1024.3;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;41013  ;BUOY;/;Frying Pan Sho                ;N33 24;W077 42;dv/1;17.11.2015 05:20; 40;/; 40;  /;  /;  /;  /;  /;  /; 207; 128;   /;   /;   /;   /;   /;   /;   /;   /; 238;   /;   /;   /;   /;   /;   /;    /;1023.7;1024.0;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;46059  ;BUOY;/;California                    ;N38 00;W130 00;dv/1;17.11.2015 05:20;300;/; 70;  /;  /;  /;  /;  /;  /; 156; 135;   /;   /;   /;   /;   /;   /;   /;   /; 173;   /;   /;   /;   /;   /;   /;    /;1031.2;1031.5;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;41038  ;BUOY;/;BUOY                          ;N34 06;W077 42;dv/1;17.11.2015 05:08; 50;/; 20;  /;  /;  /;  /;  /;  /; 180;   /;   /;   /;   /;   /;   /;   /;   /;   /; 199;   /;   /;   /;   /;   /;   /;    /;     /;1024.3;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;44043  ;BUOY;/;BUOY                          ;N39 12;W076 24;dv//;17.11.2015 05:20; 30;/; 20;  /;  /;  /;  /;  /;  /; 123;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1025.6;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;44063  ;BUOY;/;BUOY                          ;N39 00;W076 24;dv//;17.11.2015 05:20;320;/; 20;  /;  /;  /;  /;  /;  /; 112;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1025.4;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;44062  ;BUOY;/;BUOY                          ;N38 36;W076 24;dv//;17.11.2015 05:20;230;/; 10;  /;  /;  /;  /;  /;  /; 141;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1026.4;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;44042  ;BUOY;/;BUOY                          ;N38 00;W076 18;dv//;17.11.2015 05:20;320;/; 30;  /;  /;  /;  /;  /;  /; 132;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1024.5;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;44041  ;BUOY;/;BUOY                          ;N37 12;W076 48;dv//;17.11.2015 05:20;240;/; 20;  /;  /;  /;  /;  /;  /;  96;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;44064  ;BUOY;/;BUOY                          ;N37 00;W076 00;dv//;17.11.2015 05:20;  /;/; 20;  /;  /;  /;  /;  /;  /; 139;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1025.2;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;41001  ;BUOY;/;E Hatteras                    ;N34 36;W072 42;dv/1;17.11.2015 05:20;320;/; 20;  /;  /;  /;  /;  /;  /; 205; 108;   /;   /;   /;   /;   /;   /;   /;   /; 256;   /;   /;   /;   /;   /;   /;    /;1024.4;1024.8;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;41037  ;BUOY;/;BUOY                          ;N34 00;W077 24;dv/1;17.11.2015 05:08; 50;/; 10;  /;  /;  /;  /;  /;  /; 201;   /;   /;   /;   /;   /;   /;   /;   /;   /; 240;   /;   /;   /;   /;   /;   /;    /;     /;1024.5;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;41010  ;BUOY;/;Canaveral East                ;N28 54;W078 30;dv/1;17.11.2015 05:20;  /;/; 70;  /;  /;  /;  /;  /;  /; 255; 166;   /;   /;   /;   /;   /;   /;   /;   /; 271;   /;   /;   /;   /;   /;   /;    /;     /;1020.3;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;41038  ;BUOY;/;BUOY                          ;N34 06;W077 42;dv/1;17.11.2015 04:53; 30;/; 30;  /;  /;  /;  /;  /;  /; 182;   /;   /;   /;   /;   /;   /;   /;   /;   /; 199;   /;   /;   /;   /;   /;   /;    /;     /;1024.5;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;62132  ;BUOY;/;BUOY                          ;N56 24;E002 00;dv/1;17.11.2015 05:00;280;/; 98;  /;  /;  /;  /;  /;  /;  88;  17;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /; 996.0;   /;  -8;6;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;62123  ;BUOY;/;BUOY                          ;N56 18;E002 12;dv/1;17.11.2015 05:00;250;/;154;  /;  /;  /;  /;  /;  /;  90;  19;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /; 995.2;   /; -10;6;100;  /;  /;  /;  /;                 /; /; /;       /;    /;  20;  /;/;/;160;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 3.0; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;62136  ;BUOY;/;BUOY                          ;N54 24;E002 36;dv/1;17.11.2015 05:00;230;/;  /;  /;  /;  /;  /;  /;  /; 104;  68;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1000.5;   /; -10;5;100;  /;  /;  /;  /;                 /; /; /;       /;    /;  20;  /;/;/; 41;        /;     /;     /;     /;     /; 41;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;62198  ;BUOY;/;BUOY                          ;N51 54;E001 36;dv/1;17.11.2015 05:00;250;/;139;  /;170;  /;  /;  /;  /; 139; 125;   /;   /;   /;   /;   /;   /;   /;   /; 129;   /;   /;   /;   /;   /;   /;    /;     /;1003.1;   /; -13;5;509;  /;  /;  /;  /;                 /; /; /;       /;    /;  10;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 0.5; 5;  /;   /; /;  /;   /; /;   /; /;/;/;
